1785001823.5902877|gpu:0, 0, 3, 15360, 9.66, 37;1, 0, 3, 15360, 9.07, 41|host:cpu=0.0;percpu=[0.0, 0.0, 0.0, 0.0];load1=0.29052734375;ram_used_mib=1050;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001859.1083055|gpu:0, 62, 983, 15360, 42.73, 47;1, 13, 2223, 15360, 33.72, 49|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=2.37548828125;ram_used_mib=6324;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001861.1889238|gpu:0, 92, 983, 15360, 43.79, 48;1, 55, 2223, 15360, 44.55, 50|host:cpu=99.9;percpu=[100.0, 100.0, 100.0, 100.0];load1=2.37548828125;ram_used_mib=6326;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001863.268768|gpu:0, 98, 983, 15360, 44.28, 48;1, 37, 2223, 15360, 37.46, 50|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=2.5859375;ram_used_mib=6308;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001865.3486712|gpu:0, 100, 983, 15360, 44.31, 49;1, 54, 2223, 15360, 39.60, 50|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=2.5859375;ram_used_mib=6319;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001867.4303467|gpu:0, 99, 983, 15360, 44.68, 49;1, 37, 2223, 15360, 36.86, 51|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=2.779296875;ram_used_mib=6299;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001869.5125716|gpu:0, 99, 983, 15360, 44.68, 50;1, 37, 2223, 15360, 34.71, 51|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=2.779296875;ram_used_mib=6292;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001871.5926168|gpu:0, 97, 983, 15360, 44.48, 50;1, 41, 2223, 15360, 38.03, 51|host:cpu=99.9;percpu=[100.0, 100.0, 100.0, 100.0];load1=2.779296875;ram_used_mib=6273;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001873.6718433|gpu:0, 99, 983, 15360, 45.24, 50;1, 52, 2223, 15360, 37.04, 52|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=2.95751953125;ram_used_mib=6265;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001875.7584627|gpu:0, 99, 983, 15360, 41.48, 51;1, 56, 2223, 15360, 38.52, 52|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=2.95751953125;ram_used_mib=6273;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001877.8526583|gpu:0, 100, 983, 15360, 43.33, 51;1, 36, 2223, 15360, 40.29, 53|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=3.12109375;ram_used_mib=6272;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001879.9410293|gpu:0, 99, 983, 15360, 43.72, 52;1, 7, 2223, 15360, 34.22, 53|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=3.12109375;ram_used_mib=6261;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001882.0271902|gpu:0, 100, 983, 15360, 44.68, 52;1, 32, 2223, 15360, 38.03, 53|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=3.27197265625;ram_used_mib=6253;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001884.1079993|gpu:0, 80, 983, 15360, 45.07, 52;1, 31, 2223, 15360, 39.01, 53|host:cpu=100.0;percpu=[99.5, 100.0, 100.0, 100.0];load1=3.27197265625;ram_used_mib=6253;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001886.194312|gpu:0, 89, 983, 15360, 41.06, 53;1, 51, 2223, 15360, 44.19, 54|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=3.27197265625;ram_used_mib=6253;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001888.277029|gpu:0, 100, 983, 15360, 42.34, 53;1, 54, 2223, 15360, 38.52, 54|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=3.41064453125;ram_used_mib=6254;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001890.3607996|gpu:0, 17, 983, 15360, 40.76, 53;1, 39, 2223, 15360, 39.31, 55|host:cpu=99.9;percpu=[100.0, 100.0, 100.0, 100.0];load1=3.41064453125;ram_used_mib=6256;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001892.4471884|gpu:0, 100, 983, 15360, 44.78, 54;1, 39, 2223, 15360, 35.09, 55|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=3.5380859375;ram_used_mib=6260;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001894.5381448|gpu:0, 99, 983, 15360, 45.27, 54;1, 54, 2223, 15360, 36.65, 55|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=3.5380859375;ram_used_mib=6256;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001896.6228223|gpu:0, 98, 983, 15360, 39.97, 54;1, 28, 2223, 15360, 39.28, 55|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=3.5380859375;ram_used_mib=6264;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001898.707605|gpu:0, 94, 983, 15360, 44.28, 55;1, 51, 2223, 15360, 37.53, 56|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=3.6552734375;ram_used_mib=6266;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001900.7981174|gpu:0, 100, 983, 15360, 45.27, 55;1, 41, 2223, 15360, 38.72, 56|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=3.6552734375;ram_used_mib=6270;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001902.8804436|gpu:0, 100, 983, 15360, 46.62, 56;1, 56, 2223, 15360, 35.38, 56|host:cpu=100.0;percpu=[100.0, 99.5, 100.0, 100.0];load1=3.76318359375;ram_used_mib=6263;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001904.9636447|gpu:0, 97, 983, 15360, 47.11, 56;1, 46, 2223, 15360, 39.58, 57|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=3.76318359375;ram_used_mib=6261;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001907.0429332|gpu:0, 99, 983, 15360, 46.72, 56;1, 44, 2223, 15360, 37.73, 57|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=3.8623046875;ram_used_mib=6261;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001909.1263964|gpu:0, 84, 983, 15360, 43.13, 56;1, 15, 2223, 15360, 41.26, 57|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=3.8623046875;ram_used_mib=6261;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001911.2204735|gpu:0, 100, 983, 15360, 46.45, 57;1, 41, 2223, 15360, 42.24, 58|host:cpu=99.9;percpu=[100.0, 100.0, 100.0, 99.5];load1=3.8623046875;ram_used_mib=6261;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001913.3070235|gpu:0, 97, 983, 15360, 47.01, 57;1, 44, 2223, 15360, 36.57, 58|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=3.95361328125;ram_used_mib=6253;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001915.391891|gpu:0, 96, 983, 15360, 46.85, 57;1, 18, 2223, 15360, 35.78, 58|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=3.95361328125;ram_used_mib=6253;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001917.4744875|gpu:0, 100, 983, 15360, 45.07, 58;1, 52, 2223, 15360, 39.90, 58|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.03759765625;ram_used_mib=6253;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001919.5565653|gpu:0, 96, 983, 15360, 45.17, 58;1, 46, 2223, 15360, 40.10, 59|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.03759765625;ram_used_mib=6254;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001921.6405294|gpu:0, 100, 983, 15360, 47.41, 58;1, 25, 2223, 15360, 35.97, 59|host:cpu=99.9;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.03759765625;ram_used_mib=6256;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001923.7303052|gpu:0, 99, 983, 15360, 42.93, 58;1, 59, 2223, 15360, 42.64, 59|host:cpu=100.0;percpu=[100.0, 100.0, 99.5, 100.0];load1=4.11474609375;ram_used_mib=6272;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001925.8110106|gpu:0, 52, 983, 15360, 42.24, 59;1, 53, 2223, 15360, 40.69, 59|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.11474609375;ram_used_mib=6269;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001927.8940947|gpu:0, 82, 983, 15360, 45.17, 59;1, 42, 2223, 15360, 40.37, 60|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.18603515625;ram_used_mib=6268;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001929.9761665|gpu:0, 79, 983, 15360, 46.92, 59;1, 38, 2223, 15360, 36.15, 60|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.18603515625;ram_used_mib=6250;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001932.0651686|gpu:0, 86, 983, 15360, 47.67, 60;1, 53, 2223, 15360, 38.03, 60|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.25146484375;ram_used_mib=6246;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001934.1500537|gpu:0, 95, 983, 15360, 47.41, 60;1, 54, 2223, 15360, 39.97, 60|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.25146484375;ram_used_mib=6254;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001936.2338881|gpu:0, 99, 983, 15360, 47.80, 60;1, 50, 2223, 15360, 36.25, 61|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.25146484375;ram_used_mib=6246;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001938.3177552|gpu:0, 81, 983, 15360, 46.99, 60;1, 13, 2223, 15360, 35.36, 61|host:cpu=99.9;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.3115234375;ram_used_mib=6254;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001940.405387|gpu:0, 100, 983, 15360, 48.66, 61;1, 47, 2223, 15360, 38.12, 61|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.3115234375;ram_used_mib=6260;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001942.4905224|gpu:0, 75, 983, 15360, 44.16, 61;1, 18, 2223, 15360, 35.76, 61|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.36669921875;ram_used_mib=6252;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001944.5746567|gpu:0, 99, 983, 15360, 47.87, 61;1, 44, 2223, 15360, 37.24, 62|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.36669921875;ram_used_mib=6260;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001946.6633065|gpu:0, 96, 983, 15360, 47.80, 61;1, 55, 2223, 15360, 36.86, 62|host:cpu=100.0;percpu=[99.5, 100.0, 100.0, 100.0];load1=4.36669921875;ram_used_mib=6260;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001948.7540128|gpu:0, 99, 983, 15360, 46.92, 62;1, 10, 2223, 15360, 36.47, 62|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.41748046875;ram_used_mib=6276;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001950.8386912|gpu:0, 99, 983, 15360, 48.46, 62;1, 19, 2223, 15360, 51.94, 62|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.41748046875;ram_used_mib=6263;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001952.9231887|gpu:0, 99, 983, 15360, 47.80, 62;1, 31, 2223, 15360, 37.73, 63|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.46435546875;ram_used_mib=6256;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001955.0206096|gpu:0, 99, 983, 15360, 48.69, 62;1, 53, 2223, 15360, 37.43, 63|host:cpu=99.9;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.46435546875;ram_used_mib=6248;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001957.103382|gpu:0, 84, 983, 15360, 43.69, 62;1, 30, 2223, 15360, 41.55, 63|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.50732421875;ram_used_mib=6249;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001959.1857357|gpu:0, 94, 983, 15360, 47.80, 63;1, 46, 2223, 15360, 38.62, 63|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.50732421875;ram_used_mib=6249;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001961.27296|gpu:0, 95, 983, 15360, 48.88, 63;1, 16, 2223, 15360, 38.52, 64|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.50732421875;ram_used_mib=6249;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001963.3588734|gpu:0, 99, 983, 15360, 48.69, 63;1, 9, 2223, 15360, 36.86, 64|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.546875;ram_used_mib=6257;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001965.4436908|gpu:0, 97, 983, 15360, 47.90, 63;1, 55, 2223, 15360, 41.16, 64|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 99.5];load1=4.546875;ram_used_mib=6257;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001967.5287683|gpu:0, 93, 983, 15360, 46.72, 64;1, 39, 2223, 15360, 41.06, 64|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.58349609375;ram_used_mib=6257;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001969.6154158|gpu:0, 77, 983, 15360, 43.79, 64;1, 51, 2223, 15360, 41.85, 65|host:cpu=99.9;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.58349609375;ram_used_mib=6256;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001971.698603|gpu:0, 100, 983, 15360, 48.46, 64;1, 64, 2223, 15360, 45.24, 65|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.58349609375;ram_used_mib=6249;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001973.7820852|gpu:0, 46, 983, 15360, 48.07, 64;1, 45, 2223, 15360, 41.13, 65|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.6171875;ram_used_mib=6256;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001975.865132|gpu:0, 95, 983, 15360, 48.83, 64;1, 57, 2223, 15360, 42.41, 65|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.6171875;ram_used_mib=6256;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001977.9523013|gpu:0, 99, 983, 15360, 49.25, 65;1, 38, 2223, 15360, 41.82, 65|host:cpu=100.0;percpu=[100.0, 100.0, 99.5, 100.0];load1=4.64794921875;ram_used_mib=6242;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001980.0319982|gpu:0, 80, 983, 15360, 46.59, 65;1, 34, 2223, 15360, 39.51, 66|host:cpu=99.9;percpu=[99.5, 100.0, 100.0, 100.0];load1=4.64794921875;ram_used_mib=6252;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001982.1173522|gpu:0, 91, 983, 15360, 50.30, 65;1, 54, 2223, 15360, 41.72, 66|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.67626953125;ram_used_mib=6254;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001984.2031636|gpu:0, 98, 983, 15360, 49.68, 65;1, 26, 2223, 15360, 39.28, 66|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.67626953125;ram_used_mib=6254;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001986.2847517|gpu:0, 34, 983, 15360, 40.47, 65;1, 54, 2223, 15360, 40.57, 66|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.67626953125;ram_used_mib=6255;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001988.3671722|gpu:0, 99, 983, 15360, 49.25, 66;1, 48, 2223, 15360, 43.10, 67|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.70263671875;ram_used_mib=6256;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001990.4493682|gpu:0, 97, 983, 15360, 47.67, 66;1, 41, 2223, 15360, 40.27, 67|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.70263671875;ram_used_mib=6246;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001992.5333695|gpu:0, 100, 983, 15360, 49.94, 66;1, 20, 2223, 15360, 42.44, 67|host:cpu=99.9;percpu=[100.0, 99.5, 100.0, 100.0];load1=4.7265625;ram_used_mib=6253;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001994.6178133|gpu:0, 95, 983, 15360, 50.53, 67;1, 51, 2223, 15360, 37.85, 67|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.7265625;ram_used_mib=6246;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001996.704298|gpu:0, 100, 983, 15360, 48.76, 67;1, 61, 2223, 15360, 48.10, 68|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.7265625;ram_used_mib=6252;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785001998.8123863|gpu:0, 96, 983, 15360, 49.74, 67;1, 36, 2223, 15360, 37.85, 68|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.82861328125;ram_used_mib=6268;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785002000.9008412|gpu:0, 99, 983, 15360, 49.94, 67;1, 50, 2223, 15360, 46.94, 68|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.82861328125;ram_used_mib=6261;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785002002.9848843|gpu:0, 99, 983, 15360, 50.79, 67;1, 49, 2223, 15360, 38.22, 68|host:cpu=99.9;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.8427734375;ram_used_mib=6261;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785002005.069643|gpu:0, 92, 983, 15360, 50.43, 67;1, 12, 2223, 15360, 39.21, 68|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.8427734375;ram_used_mib=6253;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785002007.1548655|gpu:0, 99, 983, 15360, 50.63, 68;1, 28, 2223, 15360, 42.73, 69|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.85546875;ram_used_mib=6257;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785002009.2398508|gpu:0, 94, 983, 15360, 50.13, 68;1, 48, 2223, 15360, 46.52, 69|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.85546875;ram_used_mib=6244;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785002011.330015|gpu:0, 99, 983, 15360, 50.43, 68;1, 35, 2223, 15360, 42.81, 69|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.85546875;ram_used_mib=6252;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785002013.4195983|gpu:0, 100, 983, 15360, 52.07, 68;1, 57, 2223, 15360, 40.19, 69|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.8671875;ram_used_mib=6252;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785002015.505793|gpu:0, 89, 983, 15360, 50.99, 69;1, 45, 2223, 15360, 42.41, 69|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.8671875;ram_used_mib=6261;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785002017.5857558|gpu:0, 100, 983, 15360, 50.79, 69;1, 37, 2223, 15360, 42.41, 70|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.8779296875;ram_used_mib=6261;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785002019.676002|gpu:0, 98, 983, 15360, 49.42, 69;1, 55, 2223, 15360, 42.71, 70|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.8779296875;ram_used_mib=6265;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785002021.7583973|gpu:0, 73, 983, 15360, 45.54, 69;1, 58, 2223, 15360, 51.84, 70|host:cpu=100.0;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.96826171875;ram_used_mib=6257;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
1785002023.845153|gpu:0, 73, 983, 15360, 50.69, 69;1, 21, 2223, 15360, 38.69, 70|host:cpu=99.9;percpu=[100.0, 100.0, 100.0, 100.0];load1=4.96826171875;ram_used_mib=6254;ram_total_mib=32100;swap_used_mib=0;disk_used_gib=0.00
