1784983603.4379122|0, 22, 223, 15360;1, 0, 3, 15360
1784983605.4780061|0, 32, 223, 15360;1, 0, 3, 15360
1784983607.5183203|0, 38, 223, 15360;1, 0, 3, 15360
1784983609.558446|0, 21, 223, 15360;1, 0, 3, 15360
1784983611.5978484|0, 22, 223, 15360;1, 0, 3, 15360
1784983613.6371343|0, 39, 223, 15360;1, 0, 3, 15360
1784983615.6772397|0, 28, 223, 15360;1, 0, 3, 15360
1784983617.7179847|0, 25, 223, 15360;1, 0, 3, 15360
1784983619.7580018|0, 38, 223, 15360;1, 0, 3, 15360
1784983621.7989297|0, 37, 223, 15360;1, 0, 3, 15360
1784983623.838963|0, 23, 223, 15360;1, 0, 3, 15360
1784983625.8794558|0, 24, 223, 15360;1, 0, 3, 15360
1784983627.919866|0, 41, 223, 15360;1, 0, 3, 15360
1784983629.961468|0, 16, 223, 15360;1, 0, 3, 15360
1784983632.00234|0, 24, 223, 15360;1, 0, 3, 15360
1784983634.0425665|0, 41, 223, 15360;1, 0, 3, 15360
1784983636.0843842|0, 39, 223, 15360;1, 0, 3, 15360
1784983638.1246698|0, 23, 223, 15360;1, 0, 3, 15360
1784983640.1657393|0, 24, 223, 15360;1, 0, 3, 15360
1784983642.2058473|0, 39, 223, 15360;1, 0, 3, 15360
1784983644.2463043|0, 14, 223, 15360;1, 0, 3, 15360
1784983646.2871819|0, 25, 223, 15360;1, 0, 3, 15360
1784983648.3283856|0, 39, 223, 15360;1, 0, 3, 15360
1784983650.3691807|0, 40, 223, 15360;1, 0, 3, 15360
1784983652.4096115|0, 25, 223, 15360;1, 0, 3, 15360
1784983654.450515|0, 28, 223, 15360;1, 0, 3, 15360
1784983656.4919336|0, 39, 223, 15360;1, 0, 3, 15360
1784983658.5320573|0, 12, 223, 15360;1, 0, 3, 15360
1784983660.572499|0, 23, 223, 15360;1, 0, 3, 15360
1784983662.6135972|0, 29, 223, 15360;1, 0, 3, 15360
1784983664.6543336|0, 34, 223, 15360;1, 0, 3, 15360
1784983666.696532|0, 23, 223, 15360;1, 0, 3, 15360
1784983668.7368217|0, 24, 223, 15360;1, 0, 3, 15360
1784983670.776952|0, 39, 223, 15360;1, 0, 3, 15360
1784983672.816969|0, 20, 223, 15360;1, 0, 3, 15360
1784983674.8569167|0, 24, 223, 15360;1, 0, 3, 15360
1784983676.8977342|0, 30, 223, 15360;1, 0, 3, 15360
1784983678.9388356|0, 37, 223, 15360;1, 0, 3, 15360
1784983680.9791095|0, 13, 223, 15360;1, 0, 3, 15360
1784983683.01968|0, 23, 223, 15360;1, 0, 3, 15360
1784983685.0604618|0, 31, 223, 15360;1, 0, 3, 15360
1784983687.1029544|0, 25, 223, 15360;1, 0, 3, 15360
1784983689.1441526|0, 24, 223, 15360;1, 0, 3, 15360
1784983691.186266|0, 21, 223, 15360;1, 0, 3, 15360
1784983693.2263973|0, 38, 223, 15360;1, 0, 3, 15360
1784983695.266508|0, 16, 223, 15360;1, 0, 3, 15360
1784983697.3061557|0, 22, 223, 15360;1, 0, 3, 15360
1784983699.3475747|0, 41, 223, 15360;1, 0, 3, 15360
1784983701.3887258|0, 25, 223, 15360;1, 0, 3, 15360
1784983703.4284651|0, 24, 223, 15360;1, 0, 3, 15360
1784983705.4687452|0, 25, 223, 15360;1, 0, 3, 15360
1784983707.5090091|0, 41, 223, 15360;1, 0, 3, 15360
1784983709.549645|0, 13, 223, 15360;1, 0, 3, 15360
1784983711.5904195|0, 21, 223, 15360;1, 0, 3, 15360
1784983713.6308684|0, 39, 223, 15360;1, 0, 3, 15360
1784983715.6716683|0, 27, 223, 15360;1, 0, 3, 15360
1784983717.7121437|0, 24, 223, 15360;1, 0, 3, 15360
1784983719.753302|0, 25, 223, 15360;1, 0, 3, 15360
1784983721.7937956|0, 39, 223, 15360;1, 0, 3, 15360
1784983723.8339987|0, 21, 223, 15360;1, 0, 3, 15360
1784983725.8745108|0, 23, 223, 15360;1, 0, 3, 15360
1784983727.9145238|0, 39, 223, 15360;1, 0, 3, 15360
1784983729.9551687|0, 30, 223, 15360;1, 0, 3, 15360
1784983731.9946108|0, 24, 223, 15360;1, 0, 3, 15360
1784983734.0338893|0, 39, 223, 15360;1, 0, 3, 15360
1784983736.0739443|0, 38, 223, 15360;1, 0, 3, 15360
1784983738.113946|0, 22, 223, 15360;1, 0, 3, 15360
1784983740.1543105|0, 24, 223, 15360;1, 0, 3, 15360
1784983742.1951346|0, 40, 223, 15360;1, 0, 3, 15360
1784983744.2355402|0, 26, 223, 15360;1, 0, 3, 15360
1784983746.2766852|0, 25, 223, 15360;1, 0, 3, 15360
1784983748.317893|0, 41, 223, 15360;1, 0, 3, 15360
1784983750.3605945|0, 34, 223, 15360;1, 0, 3, 15360
1784983752.4015703|0, 16, 223, 15360;1, 0, 3, 15360
1784983754.4421701|0, 23, 223, 15360;1, 0, 3, 15360
1784983756.4836602|0, 38, 223, 15360;1, 0, 3, 15360
1784983758.5246289|0, 28, 223, 15360;1, 0, 3, 15360
1784983760.5652027|0, 24, 223, 15360;1, 0, 3, 15360
1784983762.6061454|0, 24, 223, 15360;1, 0, 3, 15360
1784983764.6471393|0, 38, 223, 15360;1, 0, 3, 15360
1784983766.6875489|0, 15, 223, 15360;1, 0, 3, 15360
1784983768.7284393|0, 23, 223, 15360;1, 0, 3, 15360
1784983770.7724621|0, 40, 223, 15360;1, 0, 3, 15360
1784983772.8139153|0, 41, 223, 15360;1, 0, 3, 15360
1784983774.854663|0, 22, 223, 15360;1, 0, 3, 15360
1784983776.8953662|0, 24, 223, 15360;1, 0, 3, 15360
1784983778.9368494|0, 35, 223, 15360;1, 0, 3, 15360
1784983780.9778078|0, 19, 223, 15360;1, 0, 3, 15360
1784983783.019715|0, 25, 223, 15360;1, 0, 3, 15360
1784983785.0601249|0, 40, 223, 15360;1, 0, 3, 15360
1784983787.1016755|0, 40, 223, 15360;1, 0, 3, 15360
1784983789.1416948|0, 21, 223, 15360;1, 0, 3, 15360
1784983791.182675|0, 31, 223, 15360;1, 0, 3, 15360
1784983793.2246883|0, 39, 223, 15360;1, 0, 3, 15360
1784983795.2687957|0, 14, 223, 15360;1, 0, 3, 15360
1784983797.3084614|0, 24, 223, 15360;1, 0, 3, 15360
1784983799.3493106|0, 40, 223, 15360;1, 0, 3, 15360
1784983801.3907995|0, 37, 223, 15360;1, 0, 3, 15360
1784983803.4309254|0, 24, 223, 15360;1, 0, 3, 15360
1784983805.4749396|0, 24, 223, 15360;1, 0, 3, 15360
1784983807.5155168|0, 39, 223, 15360;1, 0, 3, 15360
1784983809.5562263|0, 13, 223, 15360;1, 0, 3, 15360
1784983811.5961993|0, 22, 223, 15360;1, 0, 3, 15360
1784983813.6365285|0, 39, 223, 15360;1, 0, 3, 15360
1784983815.6771235|0, 37, 223, 15360;1, 0, 3, 15360
1784983817.7166984|0, 22, 223, 15360;1, 0, 3, 15360
1784983819.756956|0, 23, 223, 15360;1, 0, 3, 15360
1784983821.7977278|0, 34, 223, 15360;1, 0, 3, 15360
1784983823.8387668|0, 25, 223, 15360;1, 0, 3, 15360
1784983825.880349|0, 24, 223, 15360;1, 0, 3, 15360
1784983827.921133|0, 39, 223, 15360;1, 0, 3, 15360
1784983829.9622734|0, 36, 223, 15360;1, 0, 3, 15360
1784983832.0035245|0, 24, 223, 15360;1, 0, 3, 15360
1784983834.0448906|0, 23, 223, 15360;1, 0, 3, 15360
1784983836.086773|0, 39, 223, 15360;1, 0, 3, 15360
1784983838.1273577|0, 13, 223, 15360;1, 0, 3, 15360
1784983840.1693978|0, 23, 223, 15360;1, 0, 3, 15360
1784983842.2105877|0, 22, 223, 15360;1, 0, 3, 15360
1784983844.2517087|0, 38, 223, 15360;1, 0, 3, 15360
1784983846.2932112|0, 19, 223, 15360;1, 0, 3, 15360
1784983848.3345697|0, 23, 223, 15360;1, 0, 3, 15360
1784983850.3757365|0, 40, 223, 15360;1, 0, 3, 15360
1784983852.4181643|0, 37, 223, 15360;1, 0, 3, 15360
1784983854.4586346|0, 19, 223, 15360;1, 0, 3, 15360
1784983856.500867|0, 25, 223, 15360;1, 0, 3, 15360
1784983858.5409987|0, 40, 223, 15360;1, 0, 3, 15360
1784983860.5811102|0, 16, 223, 15360;1, 0, 3, 15360
1784983862.6217275|0, 24, 223, 15360;1, 0, 3, 15360
1784983864.6620965|0, 9, 223, 15360;1, 0, 3, 15360
1784983866.7023418|0, 39, 223, 15360;1, 0, 3, 15360
1784983868.7431455|0, 39, 223, 15360;1, 0, 3, 15360
1784983870.7825284|0, 22, 223, 15360;1, 0, 3, 15360
1784983872.823232|0, 22, 223, 15360;1, 0, 3, 15360
1784983874.8655956|0, 38, 223, 15360;1, 0, 3, 15360
1784983876.906487|0, 23, 223, 15360;1, 0, 3, 15360
1784983878.9463923|0, 23, 223, 15360;1, 0, 3, 15360
1784983880.986616|0, 23, 223, 15360;1, 0, 3, 15360
1784983883.0274704|0, 39, 223, 15360;1, 0, 3, 15360
1784983885.0682473|0, 14, 223, 15360;1, 0, 3, 15360
1784983887.10895|0, 24, 223, 15360;1, 0, 3, 15360
1784983889.149379|0, 33, 223, 15360;1, 0, 3, 15360
1784983891.1909156|0, 38, 223, 15360;1, 0, 3, 15360
1784983893.2317212|0, 13, 223, 15360;1, 0, 3, 15360
1784983895.2729812|0, 23, 223, 15360;1, 0, 3, 15360
1784983897.3135374|0, 38, 223, 15360;1, 0, 3, 15360
1784983899.3546062|0, 37, 223, 15360;1, 0, 3, 15360
1784983901.3954957|0, 21, 223, 15360;1, 0, 3, 15360
1784983903.4356573|0, 23, 223, 15360;1, 0, 3, 15360
1784983905.4759934|0, 39, 223, 15360;1, 0, 3, 15360
1784983907.5160303|0, 12, 223, 15360;1, 0, 3, 15360
1784983909.5565007|0, 23, 223, 15360;1, 0, 3, 15360
1784983911.5969431|0, 25, 223, 15360;1, 0, 3, 15360
1784983913.6372237|0, 39, 223, 15360;1, 0, 3, 15360
1784983915.6781447|0, 14, 223, 15360;1, 0, 3, 15360
1784983917.7187738|0, 23, 223, 15360;1, 0, 3, 15360
1784983919.7620468|0, 40, 223, 15360;1, 0, 3, 15360
1784983921.8043256|0, 37, 223, 15360;1, 0, 3, 15360
1784983923.844585|0, 22, 223, 15360;1, 0, 3, 15360
1784983925.886445|0, 23, 223, 15360;1, 0, 3, 15360
1784983927.9267337|0, 41, 223, 15360;1, 0, 3, 15360
1784983929.9673767|0, 18, 223, 15360;1, 0, 3, 15360
1784983932.0080242|0, 23, 223, 15360;1, 0, 3, 15360
1784983934.0482488|0, 39, 223, 15360;1, 0, 3, 15360
1784983936.0891182|0, 37, 223, 15360;1, 0, 3, 15360
1784983938.1295075|0, 23, 223, 15360;1, 0, 3, 15360
1784983940.1704555|0, 23, 223, 15360;1, 0, 3, 15360
1784983942.2117083|0, 39, 223, 15360;1, 0, 3, 15360
1784983944.2525883|0, 10, 223, 15360;1, 0, 3, 15360
1784983946.292733|0, 23, 223, 15360;1, 0, 3, 15360
1784983948.3337538|0, 22, 223, 15360;1, 0, 3, 15360
1784983950.373724|0, 39, 223, 15360;1, 0, 3, 15360
1784983952.4144745|0, 21, 223, 15360;1, 0, 3, 15360
1784983954.4543946|0, 23, 223, 15360;1, 0, 3, 15360
1784983956.4945247|0, 39, 223, 15360;1, 0, 3, 15360
1784983958.5362778|0, 36, 223, 15360;1, 0, 3, 15360
1784983960.5758343|0, 22, 223, 15360;1, 0, 3, 15360
1784983962.6159506|0, 24, 223, 15360;1, 0, 3, 15360
1784983964.6565967|0, 39, 223, 15360;1, 0, 3, 15360
1784983966.6966617|0, 16, 223, 15360;1, 0, 3, 15360
1784983968.736743|0, 24, 223, 15360;1, 0, 3, 15360
1784983970.7771738|0, 39, 223, 15360;1, 0, 3, 15360
1784983972.8182108|0, 40, 223, 15360;1, 0, 3, 15360
1784983974.8580017|0, 22, 223, 15360;1, 0, 3, 15360
1784983976.9005601|0, 30, 223, 15360;1, 0, 3, 15360
1784983978.9411747|0, 40, 223, 15360;1, 0, 3, 15360
1784983980.981923|0, 15, 223, 15360;1, 0, 3, 15360
1784983983.0232625|0, 23, 223, 15360;1, 0, 3, 15360
1784983985.0659242|0, 40, 223, 15360;1, 0, 3, 15360
1784983987.1071239|0, 38, 223, 15360;1, 0, 3, 15360
1784983989.1477807|0, 23, 223, 15360;1, 0, 3, 15360
1784983991.1882203|0, 30, 223, 15360;1, 0, 3, 15360
1784983993.2280047|0, 39, 223, 15360;1, 0, 3, 15360
1784983995.2679865|0, 14, 223, 15360;1, 0, 3, 15360
1784983997.3085139|0, 24, 223, 15360;1, 0, 3, 15360
1784983999.3486094|0, 39, 223, 15360;1, 0, 3, 15360
1784984001.3888001|0, 10, 223, 15360;1, 0, 3, 15360
1784984003.4288833|0, 22, 223, 15360;1, 0, 3, 15360
1784984005.4693885|0, 34, 223, 15360;1, 0, 3, 15360
1784984007.5098307|0, 39, 223, 15360;1, 0, 3, 15360
1784984009.5504615|0, 19, 223, 15360;1, 0, 3, 15360
1784984011.590938|0, 19, 223, 15360;1, 0, 3, 15360
1784984013.6316044|0, 39, 223, 15360;1, 0, 3, 15360
1784984015.672158|0, 13, 223, 15360;1, 0, 3, 15360
1784984017.7134788|0, 23, 223, 15360;1, 0, 3, 15360
1784984019.7537901|0, 32, 223, 15360;1, 0, 3, 15360
1784984021.7964609|0, 33, 223, 15360;1, 0, 3, 15360
1784984023.8380277|0, 13, 223, 15360;1, 0, 3, 15360
1784984025.8783398|0, 24, 223, 15360;1, 0, 3, 15360
1784984027.920264|0, 39, 223, 15360;1, 0, 3, 15360
1784984029.9611125|0, 38, 223, 15360;1, 0, 3, 15360
1784984032.002314|0, 15, 223, 15360;1, 0, 3, 15360
1784984034.0428908|0, 22, 223, 15360;1, 0, 3, 15360
1784984036.0837483|0, 39, 223, 15360;1, 0, 3, 15360
1784984038.1238673|0, 19, 223, 15360;1, 0, 3, 15360
1784984040.1653574|0, 23, 223, 15360;1, 0, 3, 15360
1784984042.2063327|0, 24, 223, 15360;1, 0, 3, 15360
1784984044.246616|0, 39, 223, 15360;1, 0, 3, 15360
1784984046.2880614|0, 21, 223, 15360;1, 0, 3, 15360
1784984048.3302493|0, 22, 223, 15360;1, 0, 3, 15360
1784984050.374364|0, 41, 223, 15360;1, 0, 3, 15360
1784984052.4154525|0, 37, 223, 15360;1, 0, 3, 15360
1784984054.4553673|0, 24, 223, 15360;1, 0, 3, 15360
1784984056.4957912|0, 21, 223, 15360;1, 0, 3, 15360
1784984058.5363245|0, 39, 223, 15360;1, 0, 3, 15360
1784984060.5763695|0, 23, 223, 15360;1, 0, 3, 15360
1784984062.6187332|0, 25, 223, 15360;1, 0, 3, 15360
1784984064.6595275|0, 39, 223, 15360;1, 0, 3, 15360
1784984066.6998963|0, 21, 223, 15360;1, 0, 3, 15360
1784984068.7408671|0, 23, 223, 15360;1, 0, 3, 15360
1784984070.7813556|0, 39, 223, 15360;1, 0, 3, 15360
1784984072.8221328|0, 38, 223, 15360;1, 0, 3, 15360
1784984074.8622234|0, 22, 223, 15360;1, 0, 3, 15360
1784984076.903009|0, 23, 223, 15360;1, 0, 3, 15360
1784984078.9437816|0, 40, 223, 15360;1, 0, 3, 15360
1784984080.9846647|0, 18, 223, 15360;1, 0, 3, 15360
1784984083.025685|0, 24, 223, 15360;1, 0, 3, 15360
1784984085.0669243|0, 40, 223, 15360;1, 0, 3, 15360
1784984087.1085|0, 39, 223, 15360;1, 0, 3, 15360
1784984089.1501076|0, 22, 223, 15360;1, 0, 3, 15360
1784984091.1908195|0, 32, 223, 15360;1, 0, 3, 15360
1784984093.2310884|0, 39, 223, 15360;1, 0, 3, 15360
1784984095.2721407|0, 17, 223, 15360;1, 0, 3, 15360
1784984097.3127794|0, 24, 223, 15360;1, 0, 3, 15360
1784984099.3538668|0, 39, 223, 15360;1, 0, 3, 15360
1784984101.3949366|0, 38, 223, 15360;1, 0, 3, 15360
1784984103.435792|0, 23, 223, 15360;1, 0, 3, 15360
1784984105.4773753|0, 28, 223, 15360;1, 0, 3, 15360
1784984107.5173335|0, 39, 223, 15360;1, 0, 3, 15360
1784984109.557794|0, 14, 223, 15360;1, 0, 3, 15360
1784984111.5989149|0, 23, 223, 15360;1, 0, 3, 15360
1784984113.6395042|0, 34, 223, 15360;1, 0, 3, 15360
1784984115.6800177|0, 28, 223, 15360;1, 0, 3, 15360
1784984117.7198238|0, 23, 223, 15360;1, 0, 3, 15360
1784984119.7606175|0, 24, 223, 15360;1, 0, 3, 15360
1784984121.8006291|0, 34, 223, 15360;1, 0, 3, 15360
1784984123.8420167|0, 18, 223, 15360;1, 0, 3, 15360
1784984125.882717|0, 24, 223, 15360;1, 0, 3, 15360
1784984127.9227574|0, 38, 223, 15360;1, 0, 3, 15360
1784984129.963481|0, 37, 223, 15360;1, 0, 3, 15360
1784984132.0034065|0, 22, 223, 15360;1, 0, 3, 15360
1784984134.0441594|0, 24, 223, 15360;1, 0, 3, 15360
1784984136.0850391|0, 39, 223, 15360;1, 0, 3, 15360
1784984138.1254392|0, 16, 223, 15360;1, 0, 3, 15360
1784984140.1665447|0, 23, 223, 15360;1, 0, 3, 15360
1784984142.2074347|0, 25, 223, 15360;1, 0, 3, 15360
1784984144.2483325|0, 39, 223, 15360;1, 0, 3, 15360
1784984146.2891057|0, 11, 223, 15360;1, 0, 3, 15360
1784984148.330033|0, 23, 223, 15360;1, 0, 3, 15360
1784984150.370926|0, 40, 223, 15360;1, 0, 3, 15360
1784984152.4121628|0, 28, 223, 15360;1, 0, 3, 15360
1784984154.4533184|0, 24, 223, 15360;1, 0, 3, 15360
1784984156.4959333|0, 22, 223, 15360;1, 0, 3, 15360
1784984158.5363953|0, 38, 223, 15360;1, 0, 3, 15360
1784984160.5765643|0, 11, 223, 15360;1, 0, 3, 15360
1784984162.6170137|0, 23, 223, 15360;1, 0, 3, 15360
1784984164.6577528|0, 39, 223, 15360;1, 0, 3, 15360
1784984166.6982336|0, 31, 223, 15360;1, 0, 3, 15360
1784984168.7383955|0, 24, 223, 15360;1, 0, 3, 15360
1784984170.7791288|0, 22, 223, 15360;1, 0, 3, 15360
1784984172.819784|0, 39, 223, 15360;1, 0, 3, 15360
1784984174.8611362|0, 20, 223, 15360;1, 0, 3, 15360
1784984176.902419|0, 24, 223, 15360;1, 0, 3, 15360
1784984178.941791|0, 39, 223, 15360;1, 0, 3, 15360
1784984180.982679|0, 38, 223, 15360;1, 0, 3, 15360
1784984183.0235846|0, 23, 223, 15360;1, 0, 3, 15360
1784984185.0633833|0, 33, 223, 15360;1, 0, 3, 15360
1784984187.104184|0, 38, 223, 15360;1, 0, 3, 15360
1784984189.1446145|0, 20, 223, 15360;1, 0, 3, 15360
1784984191.1858978|0, 22, 223, 15360;1, 0, 3, 15360
1784984193.2272835|0, 39, 223, 15360;1, 0, 3, 15360
1784984195.2680132|0, 39, 223, 15360;1, 0, 3, 15360
1784984197.3080583|0, 24, 223, 15360;1, 0, 3, 15360
1784984199.349196|0, 34, 223, 15360;1, 0, 3, 15360
1784984201.3892617|0, 38, 223, 15360;1, 0, 3, 15360
1784984203.4308333|0, 18, 223, 15360;1, 0, 3, 15360
1784984205.4714093|0, 21, 223, 15360;1, 0, 3, 15360
1784984207.5126355|0, 42, 223, 15360;1, 0, 3, 15360
1784984209.5536442|0, 27, 223, 15360;1, 0, 3, 15360
1784984211.5941992|0, 21, 223, 15360;1, 0, 3, 15360
1784984213.6364646|0, 24, 223, 15360;1, 0, 3, 15360
1784984215.6797888|0, 39, 223, 15360;1, 0, 3, 15360
1784984217.7208867|0, 21, 223, 15360;1, 0, 3, 15360
1784984219.761835|0, 21, 223, 15360;1, 0, 3, 15360
1784984221.8022134|0, 27, 223, 15360;1, 0, 3, 15360
1784984223.8423367|0, 40, 223, 15360;1, 0, 3, 15360
1784984225.8825765|0, 10, 223, 15360;1, 0, 3, 15360
1784984227.9231477|0, 23, 223, 15360;1, 0, 3, 15360
1784984229.9640267|0, 38, 223, 15360;1, 0, 3, 15360
1784984232.0053794|0, 28, 223, 15360;1, 0, 3, 15360
1784984234.0464396|0, 23, 223, 15360;1, 0, 3, 15360
1784984236.0913064|0, 22, 223, 15360;1, 0, 3, 15360
1784984238.131844|0, 38, 223, 15360;1, 0, 3, 15360
1784984240.1762671|0, 21, 223, 15360;1, 0, 3, 15360
1784984242.217118|0, 23, 223, 15360;1, 0, 3, 15360
1784984244.2573807|0, 39, 223, 15360;1, 0, 3, 15360
1784984246.2981782|0, 41, 223, 15360;1, 0, 3, 15360
1784984248.3379493|0, 21, 223, 15360;1, 0, 3, 15360
1784984250.3787613|0, 24, 223, 15360;1, 0, 3, 15360
1784984252.418946|0, 40, 223, 15360;1, 0, 3, 15360
1784984254.4592986|0, 21, 223, 15360;1, 0, 3, 15360
1784984256.499576|0, 23, 223, 15360;1, 0, 3, 15360
1784984258.5397382|0, 40, 223, 15360;1, 0, 3, 15360
1784984260.580582|0, 27, 223, 15360;1, 0, 3, 15360
1784984262.6210222|0, 24, 223, 15360;1, 0, 3, 15360
